,label_value,score,sex,age_cat,race
5725,0,6,Female,Less than 25,Caucasian
5726,0,1,Male,25 - 45,Caucasian
5727,1,1,Male,25 - 45,Caucasian
5728,0,5,Male,25 - 45,African-American
5729,0,2,Male,25 - 45,African-American
5730,0,1,Male,25 - 45,African-American
5731,0,6,Female,25 - 45,African-American
5732,0,3,Male,Less than 25,Caucasian
5733,1,6,Female,25 - 45,Caucasian
5734,1,2,Female,25 - 45,Caucasian
5735,1,9,Male,25 - 45,African-American
5736,1,7,Male,Less than 25,African-American
5737,0,4,Female,25 - 45,Caucasian
5738,0,4,Male,25 - 45,Caucasian
5739,1,9,Male,25 - 45,Caucasian
5740,1,3,Male,Greater than 45,Caucasian
5741,1,5,Male,Greater than 45,Other
5742,0,6,Male,25 - 45,Hispanic
5743,0,1,Male,25 - 45,Caucasian
5744,0,5,Male,25 - 45,Caucasian
5745,1,1,Male,25 - 45,Hispanic
5746,1,9,Male,Less than 25,African-American
5747,0,3,Male,Less than 25,Caucasian
5748,1,4,Male,Greater than 45,Caucasian
5749,0,2,Female,25 - 45,African-American
5750,1,7,Female,25 - 45,African-American
5751,1,2,Male,25 - 45,Caucasian
5752,0,1,Male,25 - 45,Caucasian
5753,0,6,Male,25 - 45,African-American
5754,1,4,Male,25 - 45,African-American
5755,0,3,Male,Less than 25,African-American
5756,0,2,Male,25 - 45,Asian
5757,0,1,Male,Greater than 45,Hispanic
5758,1,6,Male,25 - 45,African-American
5759,0,3,Male,25 - 45,Caucasian
5760,0,9,Male,25 - 45,African-American
5761,1,10,Male,25 - 45,Caucasian
5762,0,4,Male,Less than 25,Caucasian
5763,0,1,Female,Greater than 45,Caucasian
5764,1,4,Male,25 - 45,Caucasian
5765,1,7,Male,Greater than 45,African-American
5766,0,3,Female,25 - 45,Hispanic
5767,0,2,Male,25 - 45,African-American
5768,1,6,Female,25 - 45,Caucasian
5769,0,2,Male,Less than 25,Caucasian
5770,0,1,Male,Greater than 45,Asian
5771,0,6,Female,25 - 45,Caucasian
5772,1,2,Female,25 - 45,Caucasian
5773,0,2,Female,25 - 45,Caucasian
5774,0,5,Male,25 - 45,African-American
5775,0,1,Male,25 - 45,Hispanic
5776,1,6,Male,Less than 25,African-American
5777,1,4,Female,25 - 45,Caucasian
5778,0,8,Female,25 - 45,African-American
5779,0,8,Male,25 - 45,Hispanic
5780,0,1,Female,Greater than 45,African-American
5781,0,8,Male,Less than 25,Hispanic
5782,0,5,Female,Less than 25,Hispanic
5783,0,3,Male,25 - 45,Hispanic
5784,1,2,Male,25 - 45,African-American
5785,0,3,Female,25 - 45,African-American
5786,0,2,Male,25 - 45,Caucasian
5787,0,3,Male,25 - 45,African-American
5788,0,3,Female,25 - 45,Other
5789,1,9,Male,Less than 25,African-American
5790,1,10,Male,Less than 25,African-American
5791,1,10,Male,25 - 45,Hispanic
5792,0,6,Male,Greater than 45,African-American
5793,0,3,Male,25 - 45,Hispanic
5794,0,2,Male,Greater than 45,Caucasian
5795,1,7,Male,Less than 25,African-American
5796,0,1,Male,Greater than 45,Hispanic
5797,1,5,Male,Less than 25,African-American
5798,1,8,Male,25 - 45,African-American
5799,0,1,Male,25 - 45,African-American
5800,0,4,Female,25 - 45,Caucasian
5801,1,3,Male,25 - 45,African-American
5802,0,3,Male,Greater than 45,Caucasian
5803,1,7,Male,25 - 45,African-American
5804,1,7,Male,25 - 45,Hispanic
5805,0,4,Male,Less than 25,Other
5806,1,1,Male,Greater than 45,Other
5807,1,5,Female,25 - 45,African-American
5808,0,5,Male,Less than 25,African-American
5809,1,5,Female,Less than 25,African-American
5810,0,4,Male,25 - 45,African-American
5811,1,2,Male,Greater than 45,Caucasian
5812,0,4,Male,25 - 45,Other
5813,0,5,Male,25 - 45,Caucasian
5814,0,6,Male,Less than 25,African-American
5815,1,4,Female,25 - 45,African-American
5816,0,9,Male,25 - 45,African-American
5817,1,6,Male,25 - 45,Hispanic
5818,0,3,Female,25 - 45,Hispanic
5819,0,1,Female,Greater than 45,Caucasian
5820,0,3,Female,25 - 45,Hispanic
5821,0,10,Male,Less than 25,Caucasian
5822,0,2,Male,Greater than 45,African-American
5823,0,2,Male,25 - 45,Other
5824,1,4,Male,Less than 25,African-American
5825,1,10,Male,25 - 45,African-American
5826,0,3,Male,25 - 45,African-American
5827,0,1,Female,Greater than 45,Caucasian
5828,0,4,Male,Less than 25,African-American
5829,1,10,Male,25 - 45,African-American
5830,1,9,Male,Less than 25,African-American
5831,0,1,Male,25 - 45,Caucasian
5832,1,8,Male,Less than 25,African-American
5833,1,6,Female,25 - 45,Other
5834,0,2,Male,25 - 45,Caucasian
5835,0,1,Male,25 - 45,African-American
5836,1,4,Male,Greater than 45,Caucasian
5837,0,6,Male,25 - 45,African-American
5838,0,7,Male,25 - 45,African-American
5839,0,1,Male,25 - 45,African-American
5840,1,9,Female,25 - 45,African-American
5841,0,3,Male,Less than 25,Other
5842,0,1,Male,Greater than 45,Caucasian
5843,1,10,Male,Less than 25,Caucasian
5844,0,4,Male,25 - 45,African-American
5845,0,1,Male,Greater than 45,Caucasian
5846,1,4,Male,25 - 45,African-American
5847,1,3,Male,Less than 25,African-American
5848,0,1,Female,Greater than 45,African-American
5849,1,2,Female,25 - 45,Caucasian
5850,1,2,Female,25 - 45,African-American
5851,1,1,Male,25 - 45,Caucasian
5852,0,1,Male,Greater than 45,Caucasian
5853,0,6,Male,25 - 45,African-American
5854,1,4,Male,25 - 45,African-American
5855,0,5,Male,25 - 45,African-American
5856,1,6,Male,Less than 25,African-American
5857,1,2,Male,25 - 45,Hispanic
5858,1,8,Male,25 - 45,African-American
5859,1,10,Male,25 - 45,Caucasian
5860,0,9,Male,Less than 25,African-American
5861,0,1,Male,25 - 45,African-American
5862,0,5,Female,Greater than 45,African-American
5863,0,4,Female,25 - 45,African-American
5864,0,1,Male,Greater than 45,Other
5865,1,5,Male,Less than 25,Caucasian
5866,1,4,Male,Less than 25,Caucasian
5867,0,1,Female,Greater than 45,African-American
5868,0,1,Male,25 - 45,African-American
5869,0,7,Male,Less than 25,African-American
5870,0,7,Male,25 - 45,African-American
5871,0,2,Male,25 - 45,Other
5872,0,6,Female,25 - 45,African-American
5873,0,1,Female,Greater than 45,Other
5874,0,1,Male,Greater than 45,Caucasian
5875,0,8,Male,Greater than 45,Hispanic
5876,1,7,Male,Less than 25,African-American
5877,1,8,Male,25 - 45,Other
5878,1,4,Male,25 - 45,African-American
5879,1,9,Male,Less than 25,Native American
5880,0,3,Male,25 - 45,Caucasian
5881,1,4,Male,25 - 45,African-American
5882,0,1,Male,Greater than 45,Hispanic
5883,1,5,Male,Less than 25,African-American
5884,1,1,Male,Greater than 45,Caucasian
5885,0,4,Male,25 - 45,African-American
5886,1,6,Female,25 - 45,African-American
5887,0,6,Female,25 - 45,Caucasian
5888,0,8,Male,Less than 25,African-American
5889,0,1,Female,25 - 45,Caucasian
5890,1,1,Male,Less than 25,Hispanic
5891,1,4,Male,Less than 25,Caucasian
5892,0,1,Female,Greater than 45,Caucasian
5893,0,1,Male,25 - 45,Hispanic
5894,0,2,Male,Less than 25,African-American
5895,1,7,Male,Less than 25,African-American
5896,1,9,Male,25 - 45,African-American
5897,1,9,Male,25 - 45,Caucasian
5898,0,8,Male,Greater than 45,Caucasian
5899,0,6,Male,Less than 25,African-American
5900,0,1,Male,Greater than 45,African-American
5901,1,1,Female,25 - 45,Caucasian
5902,1,10,Male,Less than 25,African-American
5903,0,4,Male,25 - 45,African-American
5904,0,2,Male,Less than 25,African-American
5905,0,5,Female,25 - 45,Caucasian
5906,0,1,Male,Greater than 45,Other
5907,0,1,Male,25 - 45,African-American
5908,0,1,Male,Greater than 45,Caucasian
5909,0,1,Male,Greater than 45,Caucasian
5910,1,8,Male,Less than 25,Hispanic
5911,0,8,Male,25 - 45,African-American
5912,1,5,Male,25 - 45,Caucasian
5913,1,4,Male,25 - 45,African-American
5914,0,1,Male,Greater than 45,Caucasian
5915,1,8,Female,25 - 45,African-American
5916,0,1,Male,25 - 45,African-American
5917,0,3,Male,Less than 25,Hispanic
5918,1,7,Male,25 - 45,African-American
5919,0,6,Male,25 - 45,African-American
5920,0,3,Male,Less than 25,Other
5921,1,1,Male,25 - 45,African-American
5922,0,1,Female,25 - 45,African-American
5923,0,3,Male,Less than 25,African-American
5924,0,1,Male,25 - 45,African-American
5925,0,1,Male,25 - 45,Caucasian
5926,0,5,Male,Greater than 45,Caucasian
5927,1,5,Male,25 - 45,Caucasian
5928,1,7,Male,Less than 25,African-American
5929,0,5,Male,Greater than 45,Caucasian
5930,0,5,Male,25 - 45,Caucasian
5931,0,1,Female,25 - 45,Hispanic
5932,0,1,Male,25 - 45,African-American
5933,1,7,Male,25 - 45,African-American
5934,1,4,Female,Less than 25,Hispanic
5935,1,6,Male,Greater than 45,African-American
5936,1,4,Male,Less than 25,Caucasian
5937,0,5,Male,25 - 45,Caucasian
5938,1,8,Male,Less than 25,African-American
5939,0,5,Female,25 - 45,Caucasian
5940,1,8,Male,25 - 45,African-American
5941,1,5,Male,25 - 45,Caucasian
5942,0,7,Male,Greater than 45,Caucasian
5943,1,7,Male,25 - 45,African-American
5944,0,7,Male,25 - 45,African-American
5945,0,2,Female,25 - 45,Hispanic
5946,1,2,Female,25 - 45,African-American
5947,0,7,Male,Less than 25,Caucasian
5948,1,4,Male,Less than 25,Hispanic
5949,1,1,Male,25 - 45,Caucasian
5950,0,4,Male,Less than 25,Other
5951,1,7,Male,Greater than 45,African-American
5952,0,5,Male,25 - 45,Caucasian
5953,1,9,Male,25 - 45,African-American
5954,1,1,Male,Greater than 45,Caucasian
5955,0,2,Male,Greater than 45,Caucasian
5956,0,2,Male,25 - 45,Caucasian
5957,1,1,Male,25 - 45,Other
5958,1,1,Male,Greater than 45,Caucasian
5959,0,8,Male,Less than 25,African-American
5960,1,8,Male,Less than 25,African-American
5961,0,5,Male,25 - 45,African-American
5962,1,6,Male,Less than 25,African-American
5963,0,3,Female,Greater than 45,African-American
5964,1,4,Male,Less than 25,African-American
5965,0,6,Male,25 - 45,African-American
5966,1,2,Female,25 - 45,Caucasian
5967,0,6,Male,25 - 45,Caucasian
5968,1,8,Male,Greater than 45,African-American
5969,1,4,Male,Less than 25,African-American
5970,1,7,Male,25 - 45,Caucasian
5971,1,7,Male,Greater than 45,Caucasian
5972,0,1,Male,Greater than 45,Hispanic
5973,1,7,Male,25 - 45,African-American
5974,0,6,Male,Less than 25,African-American
5975,0,1,Male,25 - 45,Caucasian
5976,1,2,Male,Greater than 45,Caucasian
5977,0,2,Male,25 - 45,African-American
5978,0,1,Male,25 - 45,Other
5979,1,9,Male,25 - 45,Caucasian
5980,0,6,Male,25 - 45,African-American
5981,1,9,Male,25 - 45,African-American
5982,0,5,Male,Less than 25,Other
5983,0,5,Female,Greater than 45,Caucasian
5984,0,5,Female,25 - 45,Caucasian
5985,0,4,Male,25 - 45,African-American
5986,0,2,Male,Less than 25,Caucasian
5987,1,3,Male,25 - 45,African-American
5988,1,2,Male,Less than 25,African-American
5989,0,5,Female,Less than 25,African-American
5990,1,9,Male,25 - 45,Other
5991,0,3,Male,25 - 45,Caucasian
5992,1,9,Male,Less than 25,Caucasian
5993,1,7,Male,Less than 25,Caucasian
5994,1,6,Male,Less than 25,Caucasian
5995,1,10,Male,25 - 45,African-American
5996,1,3,Female,25 - 45,Other
5997,1,2,Male,Greater than 45,Caucasian
5998,0,9,Male,25 - 45,African-American
5999,0,9,Female,Greater than 45,Caucasian
6000,1,8,Male,25 - 45,African-American
6001,0,9,Male,25 - 45,African-American
6002,0,4,Male,Less than 25,African-American
6003,0,3,Male,25 - 45,African-American
6004,1,1,Male,25 - 45,Other
6005,0,1,Male,Greater than 45,Caucasian
6006,1,1,Male,25 - 45,Hispanic
6007,0,7,Male,Less than 25,African-American
6008,0,8,Male,Less than 25,Caucasian
6009,1,8,Female,Less than 25,Caucasian
6010,1,1,Male,25 - 45,Hispanic
6011,1,1,Male,25 - 45,Caucasian
6012,1,4,Female,25 - 45,African-American
6013,0,7,Male,Less than 25,African-American
6014,1,1,Female,Greater than 45,Hispanic
6015,1,7,Female,25 - 45,African-American
6016,0,2,Female,25 - 45,Caucasian
6017,1,2,Male,Greater than 45,African-American
6018,0,9,Male,25 - 45,African-American
6019,1,10,Male,Less than 25,Hispanic
6020,0,1,Male,Greater than 45,Hispanic
6021,0,2,Male,Greater than 45,Caucasian
6022,1,9,Male,Greater than 45,African-American
6023,0,1,Female,25 - 45,African-American
6024,1,3,Male,25 - 45,Caucasian
6025,1,4,Male,25 - 45,Other
6026,0,4,Male,25 - 45,Other
6027,1,2,Male,Less than 25,African-American
6028,0,8,Female,Greater than 45,Caucasian
6029,0,7,Male,25 - 45,Hispanic
6030,0,2,Male,25 - 45,Hispanic
6031,1,8,Male,25 - 45,African-American
6032,0,2,Male,25 - 45,African-American
6033,1,9,Male,25 - 45,African-American
6034,1,4,Male,25 - 45,African-American
6035,1,6,Male,Less than 25,Hispanic
6036,0,1,Male,Greater than 45,Caucasian
6037,0,4,Male,Less than 25,African-American
6038,0,4,Male,Less than 25,Caucasian
6039,0,1,Male,Greater than 45,Caucasian
6040,0,7,Male,25 - 45,African-American
6041,0,1,Male,25 - 45,Caucasian
6042,1,7,Male,Less than 25,Caucasian
6043,0,1,Male,25 - 45,Caucasian
6044,1,8,Male,25 - 45,African-American
6045,1,1,Male,25 - 45,Caucasian
6046,0,2,Male,25 - 45,Caucasian
6047,0,8,Male,Less than 25,African-American
6048,0,5,Female,Less than 25,Caucasian
6049,0,4,Male,25 - 45,Caucasian
6050,1,4,Male,25 - 45,Caucasian
6051,0,5,Female,25 - 45,African-American
6052,0,2,Female,25 - 45,African-American
6053,0,1,Male,Greater than 45,Caucasian
6054,0,1,Female,25 - 45,African-American
6055,1,4,Male,Less than 25,African-American
6056,1,5,Male,25 - 45,African-American
6057,0,1,Male,25 - 45,Caucasian
6058,0,1,Male,25 - 45,Caucasian
6059,0,3,Male,25 - 45,Caucasian
6060,1,3,Male,Less than 25,African-American
6061,0,3,Male,25 - 45,African-American
6062,0,1,Female,Greater than 45,Caucasian
6063,1,6,Male,25 - 45,African-American
6064,0,7,Male,Greater than 45,African-American
6065,0,1,Male,25 - 45,Other
6066,0,7,Male,25 - 45,Caucasian
6067,0,2,Male,25 - 45,African-American
6068,1,6,Male,25 - 45,Caucasian
6069,1,9,Male,25 - 45,Caucasian
6070,0,2,Male,25 - 45,African-American
6071,0,1,Male,Greater than 45,Caucasian
6072,1,9,Male,25 - 45,Caucasian
6073,0,2,Female,Greater than 45,Caucasian
6074,1,7,Male,25 - 45,African-American
6075,0,8,Male,25 - 45,African-American
6076,0,1,Male,Greater than 45,Hispanic
6077,0,5,Female,25 - 45,African-American
6078,0,2,Female,25 - 45,Caucasian
6079,1,2,Male,25 - 45,Caucasian
6080,0,2,Female,25 - 45,African-American
6081,0,6,Male,25 - 45,African-American
6082,0,1,Male,Greater than 45,Caucasian
6083,0,1,Female,Greater than 45,Caucasian
6084,1,4,Male,Less than 25,Caucasian
6085,0,2,Male,25 - 45,African-American
6086,0,1,Male,Greater than 45,Caucasian
6087,0,3,Female,25 - 45,African-American
6088,0,7,Female,25 - 45,Caucasian
6089,0,4,Female,25 - 45,Caucasian
6090,0,7,Female,Less than 25,African-American
6091,1,1,Male,25 - 45,Caucasian
6092,0,1,Male,25 - 45,Caucasian
6093,0,2,Male,Greater than 45,African-American
6094,1,7,Male,Less than 25,African-American
6095,0,4,Female,Less than 25,Caucasian
6096,0,9,Male,25 - 45,African-American
6097,1,6,Male,25 - 45,African-American
6098,0,2,Male,25 - 45,Hispanic
6099,1,9,Female,25 - 45,African-American
6100,0,8,Male,Greater than 45,African-American
6101,0,4,Male,25 - 45,Hispanic
6102,1,1,Male,25 - 45,Other
6103,1,5,Male,Less than 25,Caucasian
6104,0,9,Male,25 - 45,African-American
6105,1,5,Male,Less than 25,African-American
6106,1,9,Male,Greater than 45,African-American
6107,1,3,Female,Greater than 45,Caucasian
6108,0,1,Male,Greater than 45,Other
6109,0,1,Male,Greater than 45,Caucasian
6110,0,5,Female,Greater than 45,Hispanic
6111,1,6,Male,25 - 45,African-American
6112,1,6,Male,25 - 45,African-American
6113,0,1,Male,Greater than 45,African-American
6114,1,10,Male,Less than 25,African-American
6115,1,9,Male,Less than 25,Caucasian
6116,1,6,Female,25 - 45,Caucasian
6117,1,9,Male,Greater than 45,Hispanic
6118,1,5,Male,25 - 45,Caucasian
6119,1,9,Male,Less than 25,African-American
6120,0,1,Female,25 - 45,Hispanic
6121,0,7,Male,Less than 25,African-American
6122,1,6,Male,Greater than 45,African-American
6123,1,2,Male,Greater than 45,African-American
6124,0,4,Male,25 - 45,African-American
6125,0,5,Male,25 - 45,Caucasian
6126,1,1,Female,25 - 45,African-American
6127,1,2,Male,25 - 45,Caucasian
6128,1,10,Male,Less than 25,Hispanic
6129,0,9,Male,25 - 45,African-American
6130,1,4,Male,Greater than 45,African-American
6131,0,6,Female,25 - 45,African-American
6132,0,6,Male,Less than 25,Caucasian
6133,0,5,Male,25 - 45,Caucasian
6134,0,6,Male,Greater than 45,African-American
6135,0,10,Male,Less than 25,Caucasian
6136,1,3,Male,25 - 45,Caucasian
6137,0,4,Male,Less than 25,Caucasian
6138,0,4,Male,25 - 45,African-American
6139,1,7,Male,25 - 45,African-American
6140,0,1,Male,25 - 45,Caucasian
6141,1,8,Male,25 - 45,African-American
6142,0,8,Male,Greater than 45,African-American
6143,1,10,Male,Greater than 45,Native American
6144,0,1,Female,Greater than 45,Other
6145,1,9,Female,25 - 45,African-American
6146,0,4,Male,25 - 45,African-American
6147,1,3,Male,Greater than 45,African-American
6148,0,9,Male,Less than 25,African-American
6149,1,7,Female,25 - 45,African-American
6150,0,2,Male,25 - 45,Other
6151,0,1,Male,Greater than 45,Hispanic
6152,1,9,Female,25 - 45,Caucasian
6153,0,2,Female,25 - 45,Other
6154,0,4,Male,25 - 45,Caucasian
6155,0,1,Male,25 - 45,Caucasian
6156,0,5,Male,Greater than 45,African-American
6157,1,1,Male,Greater than 45,Other
6158,1,4,Male,25 - 45,African-American
6159,0,2,Male,25 - 45,Caucasian
6160,0,1,Male,Greater than 45,Caucasian
6161,0,5,Male,Greater than 45,Caucasian
6162,1,5,Female,25 - 45,Caucasian
6163,0,8,Male,25 - 45,Caucasian
6164,1,1,Male,25 - 45,Other
6165,1,2,Male,Less than 25,African-American
6166,1,3,Male,25 - 45,Hispanic
6167,0,2,Male,Less than 25,Caucasian
6168,1,10,Male,25 - 45,African-American
6169,1,6,Male,25 - 45,African-American
6170,1,10,Female,25 - 45,African-American
6171,0,7,Male,25 - 45,African-American
6172,1,1,Female,Greater than 45,Other
6173,0,1,Female,25 - 45,African-American
6174,1,9,Male,25 - 45,African-American
6175,1,2,Male,25 - 45,Caucasian
6176,0,1,Male,Greater than 45,Caucasian
6177,0,5,Male,25 - 45,African-American
6178,1,6,Male,25 - 45,Caucasian
6179,1,3,Male,Greater than 45,African-American
6180,0,3,Male,25 - 45,African-American
6181,0,1,Female,Greater than 45,Caucasian
6182,0,2,Male,Greater than 45,Caucasian
6183,1,3,Male,Less than 25,Hispanic
6184,0,1,Female,25 - 45,African-American
6185,0,1,Male,25 - 45,African-American
6186,0,5,Male,Less than 25,Caucasian
6187,1,7,Male,25 - 45,African-American
6188,0,9,Male,Less than 25,Hispanic
6189,0,7,Male,Greater than 45,African-American
6190,1,6,Male,25 - 45,African-American
6191,0,5,Male,Less than 25,African-American
6192,1,9,Male,25 - 45,African-American
6193,1,8,Male,25 - 45,African-American
6194,1,8,Male,25 - 45,African-American
6195,0,5,Female,25 - 45,Caucasian
6196,0,6,Male,25 - 45,Other
6197,0,5,Male,Greater than 45,Caucasian
6198,0,7,Female,Less than 25,African-American
6199,1,7,Male,25 - 45,African-American
6200,1,7,Male,25 - 45,African-American
6201,1,3,Male,Less than 25,African-American
6202,0,3,Male,Less than 25,Other
6203,0,3,Male,25 - 45,Hispanic
6204,0,2,Male,25 - 45,Hispanic
6205,1,6,Male,Greater than 45,Caucasian
6206,0,1,Male,25 - 45,Hispanic
6207,0,2,Male,Less than 25,Caucasian
6208,0,1,Female,Greater than 45,African-American
6209,1,7,Male,Less than 25,African-American
6210,0,7,Male,25 - 45,African-American
6211,0,1,Male,25 - 45,African-American
6212,0,2,Female,25 - 45,African-American
6213,0,1,Male,Greater than 45,Caucasian
6214,1,8,Male,25 - 45,African-American
6215,0,2,Female,25 - 45,Caucasian
6216,1,5,Male,Less than 25,African-American
6217,1,4,Male,Less than 25,Caucasian
6218,0,5,Male,Less than 25,Caucasian
6219,0,6,Male,25 - 45,African-American
6220,0,5,Male,25 - 45,African-American
6221,0,7,Male,25 - 45,Caucasian
6222,1,7,Male,Less than 25,Hispanic
6223,0,8,Male,25 - 45,African-American
6224,1,7,Male,25 - 45,African-American
6225,0,2,Male,25 - 45,Caucasian
6226,0,1,Male,Greater than 45,Hispanic
6227,0,5,Male,25 - 45,African-American
6228,1,9,Male,Less than 25,African-American
6229,1,7,Male,25 - 45,African-American
6230,0,1,Male,25 - 45,Hispanic
6231,0,6,Male,Greater than 45,African-American
6232,0,1,Male,25 - 45,African-American
6233,0,4,Male,25 - 45,African-American
6234,0,2,Male,25 - 45,African-American
6235,0,1,Female,Greater than 45,Caucasian
6236,0,1,Female,25 - 45,Caucasian
6237,1,6,Male,25 - 45,Caucasian
6238,1,5,Male,25 - 45,African-American
6239,0,10,Male,25 - 45,Caucasian
6240,0,8,Female,Less than 25,Caucasian
6241,0,2,Male,25 - 45,African-American
6242,0,4,Male,Greater than 45,African-American
6243,1,8,Male,25 - 45,African-American
6244,0,2,Male,Greater than 45,Hispanic
6245,1,9,Male,25 - 45,Hispanic
6246,1,5,Male,Less than 25,African-American
6247,1,6,Male,Greater than 45,African-American
6248,0,10,Male,Less than 25,Hispanic
6249,1,8,Female,25 - 45,African-American
6250,0,2,Male,25 - 45,Hispanic
6251,1,3,Male,Less than 25,African-American
6252,0,10,Male,25 - 45,Caucasian
6253,1,2,Male,25 - 45,African-American
6254,1,5,Male,25 - 45,African-American
6255,1,8,Male,Less than 25,African-American
6256,1,9,Male,25 - 45,Caucasian
6257,0,4,Male,Greater than 45,African-American
6258,0,4,Male,25 - 45,Caucasian
6259,0,1,Female,Greater than 45,Caucasian
6260,1,8,Male,Greater than 45,African-American
6261,1,7,Male,25 - 45,Hispanic
6262,0,2,Male,Greater than 45,Caucasian
6263,0,2,Male,25 - 45,Caucasian
6264,0,2,Male,25 - 45,Hispanic
6265,0,4,Female,25 - 45,African-American
6266,1,8,Female,Less than 25,Caucasian
6267,1,7,Male,25 - 45,Caucasian
6268,0,4,Male,25 - 45,African-American
6269,0,6,Male,Less than 25,Caucasian
6270,1,8,Male,Less than 25,Caucasian
6271,0,3,Female,25 - 45,African-American
6272,1,6,Male,25 - 45,African-American
6273,0,1,Male,25 - 45,Caucasian
6274,1,3,Male,Less than 25,African-American
6275,0,5,Male,25 - 45,African-American
6276,0,1,Female,Greater than 45,Other
6277,0,2,Male,Greater than 45,Other
6278,0,7,Male,25 - 45,African-American
6279,0,4,Male,25 - 45,African-American
6280,0,3,Female,Less than 25,African-American
6281,1,7,Female,Greater than 45,African-American
6282,1,5,Female,Less than 25,African-American
6283,0,2,Male,Greater than 45,Caucasian
6284,0,6,Male,Greater than 45,African-American
6285,1,5,Male,Less than 25,African-American
6286,0,3,Male,25 - 45,Caucasian
6287,0,1,Female,Greater than 45,Caucasian
6288,1,10,Male,25 - 45,African-American
6289,0,4,Male,Less than 25,Caucasian
6290,1,4,Male,25 - 45,Caucasian
6291,1,1,Female,25 - 45,Hispanic
6292,1,2,Female,25 - 45,African-American
6293,1,5,Male,Less than 25,African-American
6294,1,6,Female,25 - 45,Caucasian
6295,0,6,Female,Less than 25,Caucasian
6296,1,5,Female,25 - 45,Hispanic
6297,1,1,Male,25 - 45,Caucasian
6298,1,4,Male,Greater than 45,Caucasian
6299,0,5,Male,25 - 45,African-American
6300,1,4,Male,25 - 45,African-American
6301,0,6,Male,25 - 45,Caucasian
6302,1,6,Male,Greater than 45,Caucasian
6303,1,10,Male,Less than 25,Caucasian
6304,0,2,Male,Greater than 45,Caucasian
6305,0,3,Male,25 - 45,African-American
6306,1,4,Male,25 - 45,Other
6307,1,8,Male,25 - 45,African-American
6308,1,4,Female,25 - 45,Caucasian
6309,1,10,Female,Less than 25,African-American
6310,0,9,Female,Less than 25,African-American
6311,0,1,Male,25 - 45,Caucasian
6312,0,4,Female,Less than 25,Caucasian
6313,0,1,Male,Greater than 45,Caucasian
6314,0,7,Male,25 - 45,Hispanic
6315,0,3,Male,Less than 25,Hispanic
6316,0,1,Female,25 - 45,Caucasian
6317,1,10,Male,25 - 45,African-American
6318,1,9,Male,25 - 45,African-American
6319,0,1,Male,Greater than 45,Caucasian
6320,0,1,Male,25 - 45,Caucasian
6321,0,6,Male,Less than 25,African-American
6322,0,4,Male,25 - 45,Caucasian
6323,1,9,Female,25 - 45,African-American
6324,0,4,Male,Greater than 45,Caucasian
6325,0,1,Male,25 - 45,Hispanic
6326,0,7,Male,Less than 25,Caucasian
6327,1,2,Male,Greater than 45,African-American
6328,1,3,Male,25 - 45,Caucasian
6329,1,2,Male,25 - 45,African-American
6330,0,10,Male,25 - 45,African-American
6331,0,4,Male,25 - 45,African-American
6332,0,3,Male,Greater than 45,Caucasian
6333,0,4,Female,25 - 45,African-American
6334,1,3,Female,25 - 45,Caucasian
6335,0,8,Male,Less than 25,African-American
6336,1,4,Male,Less than 25,Caucasian
6337,0,2,Female,25 - 45,African-American
6338,0,1,Male,25 - 45,African-American
6339,0,2,Male,Less than 25,Caucasian
6340,0,8,Male,Greater than 45,African-American
6341,1,8,Male,Less than 25,Caucasian
6342,0,9,Male,25 - 45,African-American
6343,0,1,Male,25 - 45,African-American
6344,1,7,Male,Less than 25,African-American
6345,1,7,Male,Less than 25,African-American
6346,0,4,Male,Less than 25,African-American
6347,0,7,Male,25 - 45,African-American
6348,0,4,Male,25 - 45,African-American
6349,0,2,Female,25 - 45,African-American
6350,0,6,Male,25 - 45,African-American
6351,0,2,Male,25 - 45,Hispanic
6352,0,1,Male,25 - 45,Caucasian
6353,1,6,Male,Less than 25,African-American
6354,0,2,Male,25 - 45,Other
6355,1,3,Female,25 - 45,African-American
6356,0,3,Male,Less than 25,African-American
6357,0,7,Female,Less than 25,Caucasian
6358,1,7,Female,25 - 45,Other
6359,1,2,Male,25 - 45,African-American
6360,0,9,Female,Less than 25,African-American
6361,1,5,Male,25 - 45,African-American
6362,1,4,Male,25 - 45,African-American
6363,0,1,Male,25 - 45,Caucasian
6364,1,10,Male,Less than 25,African-American
6365,0,1,Male,25 - 45,Caucasian
6366,0,1,Female,Greater than 45,Caucasian
6367,1,3,Male,25 - 45,Caucasian
6368,1,6,Male,Less than 25,Caucasian
6369,0,4,Male,Less than 25,African-American
6370,0,1,Female,Greater than 45,African-American
6371,0,1,Male,Greater than 45,Other
6372,1,5,Male,25 - 45,African-American
6373,1,5,Female,25 - 45,African-American
6374,0,2,Male,25 - 45,Caucasian
6375,0,4,Female,Less than 25,African-American
6376,1,6,Male,Less than 25,African-American
6377,1,4,Male,Less than 25,African-American
6378,0,4,Male,Less than 25,Caucasian
6379,0,1,Male,Greater than 45,Hispanic
6380,0,1,Male,Greater than 45,Caucasian
6381,0,7,Male,25 - 45,African-American
6382,1,8,Male,Greater than 45,African-American
6383,1,9,Male,Less than 25,African-American
6384,1,10,Male,Less than 25,African-American
6385,0,10,Male,25 - 45,African-American
6386,1,7,Male,Less than 25,African-American
6387,0,7,Male,Less than 25,Hispanic
6388,1,4,Male,25 - 45,African-American
